hamming_distance,strict_threshold_match,split_pair,class_name,path_a,path_b,leaf_id_a,leaf_id_b,involves_unmapped_leaf
7,False,test--train,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\0de97f68-547b-494b-89dd-a0b921256a28___FAM_L.Blight 4506.JPG,train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\d8957709-48ee-4989-ba12-5d8cf0325bdf___FAM_L.Blight 4734.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot):::146.0,Grape___Leaf_blight_(Isariopsis_Leaf_Spot):::203.0,False
7,False,test--train,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\0de97f68-547b-494b-89dd-a0b921256a28___FAM_L.Blight 4506.JPG,val\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\d0c5c4a8-a327-483e-8f28-9433185063ff___FAM_L.Blight 4698.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot):::146.0,Grape___Leaf_blight_(Isariopsis_Leaf_Spot):::194.0,False
7,False,test--train,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\3d9d9b23-b74c-4c57-9b7f-ca864e105799___FAM_L.Blight 1401.JPG,train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\d6e3458c-edb3-4080-a3ca-a6fed4a1466e___FAM_L.Blight 1489.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot):::23.0,Grape___Leaf_blight_(Isariopsis_Leaf_Spot):::45.0,False
7,False,test--train,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\56fd81e8-ee77-40b8-9b78-5eb3f91dc256___FAM_L.Blight 1404.JPG,train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\97119aac-1404-4dc7-9f2f-fd1fb1622fbf___FAM_L.Blight 1500.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot):::23.0,Grape___Leaf_blight_(Isariopsis_Leaf_Spot):::47.0,False
7,False,test--train,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\7c69128f-33ba-401d-9327-e06c96bbbac0___FAM_L.Blight 3698.JPG,train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\c468be0f-2fa1-4254-aa26-64510b0da2c8___FAM_L.Blight 4922.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot):::120.0,Grape___Leaf_blight_(Isariopsis_Leaf_Spot):::248.0,False
7,False,test--train,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\a8decd07-d7a5-44c5-9ba2-c357b70ad322___FAM_L.Blight 4924.JPG,train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\4ffdc46e-9451-4497-9403-10671dcb4cdc___FAM_L.Blight 3788.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot):::249.0,Grape___Leaf_blight_(Isariopsis_Leaf_Spot):::143.0,False
7,False,test--train,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\b07d0df0-b6b4-48fc-9771-c51cb20603ee___FAM_L.Blight 4941.JPG,train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\8e8345ab-248b-4e37-a21b-c1e9291a6951___FAM_L.Blight 1390.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot):::253.0,Grape___Leaf_blight_(Isariopsis_Leaf_Spot):::20.0,False
7,False,test--train,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\c08c3e56-4192-40a6-9b51-8733e642dafa___FAM_L.Blight 1422.JPG,train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\f747c1ee-b157-4e64-a5e4-8f3ea2c7c6b5___FAM_L.Blight 4691.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot):::28.0,Grape___Leaf_blight_(Isariopsis_Leaf_Spot):::192.0,False
7,False,test--train,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\e3dbdce6-da4d-4557-ab5e-0dc7198a6a81___FAM_L.Blight 4794.JPG,train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\e9f3a45e-b9ba-4b5c-9c24-d8fa0385a393___FAM_L.Blight 4976.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot):::218.0,Grape___Leaf_blight_(Isariopsis_Leaf_Spot):::262.0,False
7,False,test--train,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\02fc11bb-9218-4431-b8f7-c581354cd42b___CREC_HLB 3944.JPG,train\Orange___Haunglongbing_(Citrus_greening)\e4b250e0-e423-4553-9a37-332f6a65d780___CREC_HLB 4635.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_20.0,Orange___Haunglongbing_(Citrus_greening):::OCT_192.0,False
7,False,test--train,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\038bf9c0-4146-4a59-b6c9-a2e8cb2b0ce5___CREC_HLB 4846.JPG,train\Orange___Haunglongbing_(Citrus_greening)\feed62e9-6b49-4eaf-aee9-61e1d32b3d81___CREC_HLB 5183.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_244.0,Orange___Haunglongbing_(Citrus_greening):::OCT_328.0,False
7,False,test--train,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\08b7e039-7264-4a3d-b7d6-6e13c5bbac56___CREC_HLB 7417.JPG,train\Orange___Haunglongbing_(Citrus_greening)\2d93901d-fc1e-4625-afa8-803fdc8cd05f___CREC_HLB 7293.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_715.0,Orange___Haunglongbing_(Citrus_greening):::OCT_684.0,False
7,False,test--train,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\0a1643d9-675e-42b1-8368-98a3a6f06a40___CREC_HLB 5617.JPG,train\Orange___Haunglongbing_(Citrus_greening)\98217596-dd6d-47c3-b7ac-64f00199e835___CREC_HLB 5223.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_436.0,Orange___Haunglongbing_(Citrus_greening):::OCT_338.0,False
7,False,test--train,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\0a1643d9-675e-42b1-8368-98a3a6f06a40___CREC_HLB 5617.JPG,train\Orange___Haunglongbing_(Citrus_greening)\b861cb0f-3d26-4dfa-9796-1306037a458b___CREC_HLB 5307.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_436.0,Orange___Haunglongbing_(Citrus_greening):::OCT_359.0,False
7,False,test--train,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\0a79980f-1c28-41e0-a7cc-425144d0a1a5___CREC_HLB 5227.JPG,train\Orange___Haunglongbing_(Citrus_greening)\aa3c4d49-a724-4abd-8c1f-228ce8f70750___CREC_HLB 5147.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_339.0,Orange___Haunglongbing_(Citrus_greening):::OCT_319.0,False
7,False,test--train,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\14e1124a-e76b-4f28-b691-670db8ce0a8e___CREC_HLB 5602.JPG,train\Orange___Haunglongbing_(Citrus_greening)\9256fdee-f2ec-4146-8e81-a6f866ee3c53___CREC_HLB 5454.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_432.0,Orange___Haunglongbing_(Citrus_greening):::OCT_395.0,False
7,False,test--train,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\14e1124a-e76b-4f28-b691-670db8ce0a8e___CREC_HLB 5602.JPG,train\Orange___Haunglongbing_(Citrus_greening)\ce9f0209-2b92-48fc-b74b-f3fe409fdb62___CREC_HLB 3994.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_432.0,Orange___Haunglongbing_(Citrus_greening):::OCT_32.0,False
7,False,test--train,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\179a6ac9-baec-48b8-aa4c-9c1cff2ea184___UF.Citrus_HLB_Lab 1732.JPG,train\Orange___Haunglongbing_(Citrus_greening)\91436e67-9652-4dca-aa15-14e2291ba192___UF.Citrus_HLB_Lab 0365.JPG,Orange___Haunglongbing_(Citrus_greening):::109.0,Orange___Haunglongbing_(Citrus_greening):::27.0,False
7,False,test--train,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\1b06b87a-538c-488c-9db2-3849abdeba09___CREC_HLB 6445.JPG,train\Orange___Haunglongbing_(Citrus_greening)\ff2954a1-e993-447a-a6f9-e85ec9d93533___CREC_HLB 6533.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_472.0,Orange___Haunglongbing_(Citrus_greening):::OCT_494.0,False
7,False,test--train,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\1b1f1fb9-ee32-4013-a44b-7fb58d220798___CREC_HLB 4314.JPG,train\Orange___Haunglongbing_(Citrus_greening)\1e1ac03c-2204-4974-9fba-6c44646f67b0___CREC_HLB 6594.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_112.0,Orange___Haunglongbing_(Citrus_greening):::OCT_510.0,False
7,False,test--train,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\206e4fd2-105f-4279-aad3-b9e257a80580___CREC_HLB 6583.JPG,train\Orange___Haunglongbing_(Citrus_greening)\12665e29-2785-4c41-a7de-e49005b2b0eb___CREC_HLB 6535.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_507.0,Orange___Haunglongbing_(Citrus_greening):::OCT_495.0,False
7,False,test--train,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\258ff8d0-5caa-44b0-b6c5-f3ecdc4ae40b___CREC_HLB 5287.JPG,train\Orange___Haunglongbing_(Citrus_greening)\e387924a-5d62-47c1-b740-5194e9a9e7d7___CREC_HLB 4395.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_354.0,Orange___Haunglongbing_(Citrus_greening):::OCT_132.0,False
7,False,test--train,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\2710c8f8-deb3-4182-a1d4-824d9e8192b0___CREC_HLB 5398.JPG,val\Orange___Haunglongbing_(Citrus_greening)\4104c71d-4f0a-4bb0-987d-26e662d57c93___CREC_HLB 5017.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_381.0,Orange___Haunglongbing_(Citrus_greening):::OCT_286.0,False
7,False,test--train,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\2b3742c6-e2c7-407e-aec1-eb4c29d023e2___CREC_HLB 5061.JPG,train\Orange___Haunglongbing_(Citrus_greening)\57546099-9d43-46ed-907a-8ac0d76d9e71___CREC_HLB 4120.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_297.0,Orange___Haunglongbing_(Citrus_greening):::OCT_64.0,False
7,False,test--train,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\2b3742c6-e2c7-407e-aec1-eb4c29d023e2___CREC_HLB 5061.JPG,train\Orange___Haunglongbing_(Citrus_greening)\8d7c884e-7f80-4bb9-94b5-2b0eac642a41___CREC_HLB 4443.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_297.0,Orange___Haunglongbing_(Citrus_greening):::OCT_144.0,False
7,False,test--train,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\2c5614e2-6d97-4259-8cd9-8683145a6f24___CREC_HLB 5604.JPG,val\Orange___Haunglongbing_(Citrus_greening)\7e74c5e4-a8e7-456f-9e3d-5b974bf77856___CREC_HLB 7806.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_433.0,Orange___Haunglongbing_(Citrus_greening):::OCT_810.0,False
7,False,test--train,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\43a17ced-e9e8-459d-9bc3-65e8fafa75c0___CREC_HLB 3935.JPG,train\Orange___Haunglongbing_(Citrus_greening)\0cfbf207-1f9e-4241-9018-95764f42ed5b___CREC_HLB 7496.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_18.0,Orange___Haunglongbing_(Citrus_greening):::OCT_734.0,False
7,False,test--train,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\44674755-6335-41bc-9f7d-b2b51feb63f8___CREC_HLB 5004.JPG,train\Orange___Haunglongbing_(Citrus_greening)\082992fa-822f-4ae0-87bb-2d34ad94d93e___CREC_HLB 5677.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_283.0,Orange___Haunglongbing_(Citrus_greening):::OCT_450.0,False
7,False,test--train,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\4aec599c-51a0-4bb7-9c78-dce9678ba254___CREC_HLB 7333.JPG,train\Orange___Haunglongbing_(Citrus_greening)\4b984e06-73f4-416a-8f9d-2573e385edbb___CREC_HLB 7450.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_694.0,Orange___Haunglongbing_(Citrus_greening):::OCT_723.0,False
7,False,test--train,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\52be8aec-bced-4123-907a-d6281bcd8a0e___CREC_HLB 7587.JPG,train\Orange___Haunglongbing_(Citrus_greening)\57546099-9d43-46ed-907a-8ac0d76d9e71___CREC_HLB 4120.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_756.0,Orange___Haunglongbing_(Citrus_greening):::OCT_64.0,False
7,False,test--train,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\52be8aec-bced-4123-907a-d6281bcd8a0e___CREC_HLB 7587.JPG,train\Orange___Haunglongbing_(Citrus_greening)\b648bfd5-f3f7-4849-b3a6-3a6a10c48807___CREC_HLB 4116.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_756.0,Orange___Haunglongbing_(Citrus_greening):::OCT_63.0,False
7,False,test--train,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\53ef1682-af5c-4411-9c26-d7a18eb53552___UF.Citrus_HLB_Lab 1736.JPG,train\Orange___Haunglongbing_(Citrus_greening)\91436e67-9652-4dca-aa15-14e2291ba192___UF.Citrus_HLB_Lab 0365.JPG,Orange___Haunglongbing_(Citrus_greening):::109.0,Orange___Haunglongbing_(Citrus_greening):::27.0,False
7,False,test--train,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\590dc7b3-fe1c-47cf-8430-290e5f4e2142___CREC_HLB 4372.JPG,train\Orange___Haunglongbing_(Citrus_greening)\5d8bc662-a4e9-4280-98d4-f0715cb7290c___CREC_HLB 5269.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_126.0,Orange___Haunglongbing_(Citrus_greening):::OCT_349.0,False
7,False,test--train,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\590dc7b3-fe1c-47cf-8430-290e5f4e2142___CREC_HLB 4372.JPG,train\Orange___Haunglongbing_(Citrus_greening)\af82b839-df09-4f6d-83fa-569bf8bb82df___CREC_HLB 4646.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_126.0,Orange___Haunglongbing_(Citrus_greening):::OCT_195.0,False
7,False,test--train,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\5a92b602-60bb-4b14-9d08-b10c4fbe8d27___CREC_HLB 4192.JPG,train\Orange___Haunglongbing_(Citrus_greening)\2cbc623d-5946-4fef-b3cc-ec30d21d38d7___CREC_HLB 4887.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_82.0,Orange___Haunglongbing_(Citrus_greening):::OCT_254.0,False
7,False,test--train,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\5a92b602-60bb-4b14-9d08-b10c4fbe8d27___CREC_HLB 4192.JPG,train\Orange___Haunglongbing_(Citrus_greening)\f5973acf-c36e-4266-831a-ed00d16176f3___CREC_HLB 3872.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_82.0,Orange___Haunglongbing_(Citrus_greening):::OCT_2.0,False
7,False,test--train,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\5fea6051-1ae4-42aa-b3b2-4fcd608137b1___CREC_HLB 4068.JPG,train\Orange___Haunglongbing_(Citrus_greening)\c1429025-aba3-406d-ad28-a132645d2b0d___CREC_HLB 6500.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_51.0,Orange___Haunglongbing_(Citrus_greening):::OCT_486.0,False
7,False,test--train,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\61c11fe5-d0f0-4330-8f7b-9f10783bde65___CREC_HLB 6659.JPG,train\Orange___Haunglongbing_(Citrus_greening)\502f92b6-9c77-499e-84a4-7b1f3910167d___CREC_HLB 4755.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_526.0,Orange___Haunglongbing_(Citrus_greening):::OCT_221.0,False
7,False,test--train,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\64992a88-4df8-49c0-a953-a27347d414a2___CREC_HLB 4050.JPG,train\Orange___Haunglongbing_(Citrus_greening)\ba8af517-ae00-474e-b6a7-9b5031419cf4___CREC_HLB 4220.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_46.0,Orange___Haunglongbing_(Citrus_greening):::OCT_89.0,False
7,False,test--train,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\64992a88-4df8-49c0-a953-a27347d414a2___CREC_HLB 4050.JPG,train\Orange___Haunglongbing_(Citrus_greening)\c29ec99a-367b-424a-890e-5065842d42eb___CREC_HLB 5108.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_46.0,Orange___Haunglongbing_(Citrus_greening):::OCT_309.0,False
7,False,test--train,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\7787814e-7442-4b65-912d-27b5f8567aab___CREC_HLB 7087.JPG,train\Orange___Haunglongbing_(Citrus_greening)\b648bfd5-f3f7-4849-b3a6-3a6a10c48807___CREC_HLB 4116.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_633.0,Orange___Haunglongbing_(Citrus_greening):::OCT_63.0,False
7,False,test--train,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\79571b34-43ab-4b56-b61d-0cc2e4411f7a___CREC_HLB 3936.JPG,train\Orange___Haunglongbing_(Citrus_greening)\e437a284-894f-4a41-8bfc-796c3bace867___CREC_HLB 4380.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_18.0,Orange___Haunglongbing_(Citrus_greening):::OCT_128.0,False
7,False,test--train,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\820f47b9-2f03-4cdf-9986-021321b1370e___CREC_HLB 4316.JPG,val\Orange___Haunglongbing_(Citrus_greening)\3d80b795-078b-42e0-80dc-b2cec7fdc43a___CREC_HLB 7850.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_112.0,Orange___Haunglongbing_(Citrus_greening):::OCT_821.0,False
7,False,test--train,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\83a6cf25-1bce-4a01-b4d3-9bb8901fb2f5___CREC_HLB 7793.JPG,train\Orange___Haunglongbing_(Citrus_greening)\f3c29d59-6f40-41b9-ae2c-fd56f71df7f8___CREC_HLB 7355.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_807.0,Orange___Haunglongbing_(Citrus_greening):::OCT_699.0,False
7,False,test--train,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\89db5341-7c93-4bed-9431-624d296cd33f___CREC_HLB 4944.JPG,train\Orange___Haunglongbing_(Citrus_greening)\8ffe2286-c838-4ea9-92b1-d6d6d3659b41___UF.Citrus_HLB_Lab 0917.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_268.0,Orange___Haunglongbing_(Citrus_greening):::56.0,False
7,False,test--train,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\941a6300-ea46-4a3f-b437-9a534950ef72___CREC_HLB 4299.JPG,train\Orange___Haunglongbing_(Citrus_greening)\1087179b-bb9c-41c9-a253-20afac26dcc0___CREC_HLB 4363.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_109.0,Orange___Haunglongbing_(Citrus_greening):::OCT_124.0,False
7,False,test--train,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\94600a0a-3466-4157-9db8-c338f02521b1___CREC_HLB 4943.JPG,train\Orange___Haunglongbing_(Citrus_greening)\f5c2a95f-033c-441f-bbbd-193b957092d9___CREC_HLB 5520.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_268.0,Orange___Haunglongbing_(Citrus_greening):::OCT_412.0,False
7,False,test--train,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\970733d0-6969-4a66-9ec6-d75c3f268ec5___CREC_HLB 7112.JPG,train\Orange___Haunglongbing_(Citrus_greening)\5fb67cb6-c318-4119-a545-de6fe46afc81___CREC_HLB 4032.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_639.0,Orange___Haunglongbing_(Citrus_greening):::OCT_42.0,False
7,False,test--train,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\970733d0-6969-4a66-9ec6-d75c3f268ec5___CREC_HLB 7112.JPG,train\Orange___Haunglongbing_(Citrus_greening)\d2a924e3-716d-4752-8702-8840b0731c55___CREC_HLB 5131.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_639.0,Orange___Haunglongbing_(Citrus_greening):::OCT_315.0,False
7,False,test--train,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\a64bace4-d919-43a5-b285-b18b3a39ba34___CREC_HLB 4069.JPG,train\Orange___Haunglongbing_(Citrus_greening)\3ac16caf-c5d2-42f5-9c3b-a3867750716a___CREC_HLB 6432.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_51.0,Orange___Haunglongbing_(Citrus_greening):::OCT_469.0,False
7,False,test--train,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\ab5e7d17-3100-48f5-8d2a-c614fdcf44a9___UF.Citrus_HLB_Lab 0317.JPG,train\Orange___Haunglongbing_(Citrus_greening)\0d16dc39-4edb-4eca-90a8-6f0386f3f3a5___UF.Citrus_HLB_Lab 1334.JPG,Orange___Haunglongbing_(Citrus_greening):::25.0,Orange___Haunglongbing_(Citrus_greening):::85.0,False
7,False,test--train,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\b33e7c89-b39b-4a4a-8007-5f2f7f97587d___CREC_HLB 4781.JPG,val\Orange___Haunglongbing_(Citrus_greening)\eb404af9-6f23-4dcf-b21b-8f1473fbb0d8___CREC_HLB 4150.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_228.0,Orange___Haunglongbing_(Citrus_greening):::OCT_71.0,False
7,False,test--train,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\b3eeb002-ba56-416d-b44d-9dc02db3948f___CREC_HLB 7311.JPG,train\Orange___Haunglongbing_(Citrus_greening)\626e3c1d-d777-4884-9b25-c9212bbde528___CREC_HLB 5450.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_688.0,Orange___Haunglongbing_(Citrus_greening):::OCT_394.0,False
7,False,test--train,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\b650d042-d1d4-4c96-acec-b21048744c1e___CREC_HLB 7346.JPG,val\Orange___Haunglongbing_(Citrus_greening)\11494244-eb1b-43b8-bdab-d6ccf0361241___CREC_HLB 4989.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_697.0,Orange___Haunglongbing_(Citrus_greening):::OCT_279.0,False
7,False,test--train,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\bc65e905-a39b-4bcd-8acf-56669ba4ae6f___UF.Citrus_HLB_Lab 1086.JPG,train\Orange___Haunglongbing_(Citrus_greening)\ed2dec43-9167-4bcc-b2e0-9c23eec327bd___UF.Citrus_HLB_Lab 0502.JPG,Orange___Haunglongbing_(Citrus_greening):::68.0,Orange___Haunglongbing_(Citrus_greening):::36.0,False
7,False,test--train,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\c20aef97-9340-441f-9737-c48aa7081788___UF.Citrus_HLB_Lab 9750.JPG,val\Orange___Haunglongbing_(Citrus_greening)\90a12158-1212-4a7c-a279-019a63d02b87___UF.Citrus_HLB_Lab 9637.JPG,Orange___Haunglongbing_(Citrus_greening):::123.0,Orange___Haunglongbing_(Citrus_greening):::112.0,False
7,False,test--train,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\c20aef97-9340-441f-9737-c48aa7081788___UF.Citrus_HLB_Lab 9750.JPG,val\Orange___Haunglongbing_(Citrus_greening)\e0e79271-2e26-47f2-a88d-4f222fbfeabe___UF.Citrus_HLB_Lab 0117.JPG,Orange___Haunglongbing_(Citrus_greening):::123.0,Orange___Haunglongbing_(Citrus_greening):::13.0,False
7,False,test--train,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\ce8c5755-a399-450e-a5b8-99ede29418cc___UF.Citrus_HLB_Lab 1548.JPG,train\Orange___Haunglongbing_(Citrus_greening)\887906b1-e2f6-4f5a-b963-26c0a9e95882___UF.Citrus_HLB_Lab 1192.JPG,Orange___Haunglongbing_(Citrus_greening):::97.0,Orange___Haunglongbing_(Citrus_greening):::75.0,False
7,False,test--train,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\d3c71803-16a0-4702-a9f1-926172b675b2___CREC_HLB 6964.JPG,train\Orange___Haunglongbing_(Citrus_greening)\a5e2c70b-f2dd-4684-b18b-26038a00bae7___CREC_HLB 4075.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_602.0,Orange___Haunglongbing_(Citrus_greening):::OCT_53.0,False
